TF_IDF_SearchEngine:
Query 1: Romantic comedy
	1. (31148, 'Oyee', 'The movie is based on 2004 South Korean romantic comedy Too Beautiful to Lie.[5]', 0.7448743681365304, 0.5448743681365303)
	8. (29804, 0.63522524, 'Parvathi Ennai Paradi', "Rajadurai (Vijayakumar) is a wealthy man and highly respected figure in his village. He has a spoiled daughter named Parvathi (Sri Parvathi). Venkatraman (Janagaraj) is a newly appointed Tamil teacher of a college in Rajadurai's village. Unlike other teachers, students like his way of teaching and friendly approach. Parvathi really appreciates Venkatraman and she has private tuitions with the teacher. Venkatraman is married to Gayathri (Srividya), they have a son named Siva (Saravanan).\r\nSiva is a short-tempored person who cannot tolerate injustice. While studiying in college, he beat up the minister's son who raped his classmate, and was later expelled from the college. Afterward, his father found him a job in a newspaper company. One day, the company owner (MLA Thangaraj) cut the finger of a poor laborer in front of Siva. Siva, in turn, cut the owner's finger and was sent to jail.\r\nSiva comes back from jail and goes back to his parents. At his arrival, Parvathi clashes with Siva, their bickering continues everytime they meet. Siva later becomes the manager company of Rajadurai's company. Siva and Parvathi slowly fall in love with each other. Ramesh (Vasu Vikram), Rajadurai's nephew, is wicked womanizer and he wants to appropriate Rajadurai's company. So Ramesh decides to get married with Parvathi at all costs. What transpires next forms the rest of the story.")
	9. (31189, 0.63440347, 'Remo', 'Siva aka S.K (Sivakarthikeyan) is a theatre actor whose only aim is to become a superstar like Rajinikanth. However, his lack of acting out romantic scenes hinders his path to the dream, and is even rejected by director K. S. Ravikumar during the audition for his new film Avvai Shanmugi 2. He comes across Kavya (Keerthy Suresh), who is a doctor, and instantly falls in love with her. He goes to her house to propose his love, only to find out that she is engaged to a Pune-based doctor Vishwanathan alias Vishwa (Anson Paul). Siva, though distraught, decides to woo Kavya anyway and somehow break her engagement with Vishwa. He disguises himself as a nurse, going by the name of "Remo" (short for "Regina Motwani", a combination of the names of actresses Regina Cassandra and Hansika Motwani), and takes up a job in the same hospital where Kavya works.\r\nEnsuring that Kavya never finds out his true identity, Siva as Remo establishes a close friendship with her, but is unable to convince her to end her engagement with Vishwa. Undeterred, he organises a massive surprise on her birthday and proposes to her as Siva. Kavya, who has been charmed by the surprise and fallen in love with Siva, is in a dilemma as she is unable to decide between Vishwa and Siva. Siva takes advantage of her dilemma and juggles the roles of both Siva as well as Remo with the aim of breaking her engagement, all the while hiding his dual identity from her. Eventually, Kavya gives in and admits her feelings to Siva, but, to the shock of both her and Siva, Vishwa has decided to prepone their marriage to the very next day. Kavya decides to end her engagement and leave her house to be with Siva. While Kavya pours out her feelings to Siva (who is disguised as Remo), Vishwa arrives with some goons to forcibly take her away. Siva, still in his Remo guise, thrashes Vishwa and his goons, but at the same moment, he is forced to rush to hospital to attend to a terminally-ill orphan Nancy (Baby Raksha), with whom he had established a close bond. On Nancy\'s cajoling (Siva as Remo has earlier promised her that he would "change himself" to a man as a "magic trick"), Siva removes his Remo disguise, exposing his identity to Kavya. Betrayed and hurt, Kavya berates Siva for cheating her and ending her engagement and warns him never to go behind her again. Despite Siva\'s repeated pleas, Kavya refuses to budge and Siva sadly walks away.\r\nA few months later, an old man sits next to Kavya in a bus. Kavya tells her latest problem to him: Siva is still attracted to her and constantly calls her, despite her having changed her number 46 times. However, she also adds that she still loves Siva and is only avoiding him as she wants to punish him for cheating her earlier. At this juncture, she accidentally finds out that the old man is none other than Siva in disguise. After scolding Siva for cheating her yet again, she softens and asks him to marry her the next day, to which he agrees.\r\nThe film ends with Siva finally achieving his dream: acting along with his best friend Vallikanth (Sathish) in a movie which seems to be his life story named Remo Nee Kadhalan (Remo Nee Styleki and Remo Ninda Premam in Telugu and Malayalam versions), directed by K. S. Ravikumar, in which actress Sri Divya plays the role of Kavya as Dr. Divya.')
	10. (30398, 0.6304477, 'London 2005', "Sivaraman (Prashanth), an easy going young man, comes to London in search of a job. He loses all his certificates. Finds Kadhir (Pandiarajan), wandering in London aimlessly without a job. Now they need job & money. Kadhir persuades Sivaraman to join in a bank robbery planned by Baskar (Manivannan) - his stammering brother Natrajan (Mayilsamy) & Aishwarya (Mumtaj), who is Baskar‘s lover which lands them in more trouble as the robbery ends vainly. Aishwarya informs the police about the robbery & tells that the entire plan was hatched by Baskar. Baskar hides the money before getting arrested & the place is known only to his lawyer - Vedimuthu (Vadivelu). Aishwarya fakes to be in love with Vedimuthu to find where the money is hidden.\r\nMeanwhile, to find a safe cover Sivaraman & Kadhir plan to imitate Saravanan, the grandson of rich elderly couple, (Vijayakumar and wife Parvathy (Srividya)). They haven't seen their grandchild since his birth. Sivaraman & Kadhir end up disguising with the body of Kadhir & the voice of Sivaraman to make up for Saravanan in front of the blind couple. Ganesh (Delhi Ganesh), who knows Kadhir before, makes several attempts to expose the truth to the old couple. But all fail to the luck of the Sivaraman & Kadhir. All of a sudden Anjali (Ankitha) arrives in the disguises of lover of Saravanan. She calls on all the relatives of the blind couple. The relatives arrive in the absence of Sivaraman. Finding no-way out Kadhir pretends to have fainted unconscious & he gets admitted to hospital. Sivaraman comes to his rescue & says that he is Dr. Karthikeyan, a friend of Saravanan from America.\r\nAmidst their drama, Kadhir tries to steal the statue of Lord Muruga for which he plays a trick to injure the old blind woman which keeps all others out of the house for sometime. Sivaraman engages in a fight with Kadhir when he tries to leave with the statue he had stolen. The old man accuses his relatives for his wife’s accident & asks all his relatives to leave at once. Sivaraman & Kadhir gets desperate. Anjali reveals that she is Saravanan's actual lover & Saravanan died in an accident in America. She had come to intimate this to the old couple. After revealing all this she gives them money & asks them to get out of the house. Sivaraman refuses to take the money & asks Kadhir not to take the money. Kadhir leaves Sivaraman in anger taking the money with him. Sivaraman returns to the old man & confesses all his mistakes. The old man asks them to continue the drama for the sake of his wife Parvathy, who loves her grandson more than her life. Parvathy comes & calls Saravanan but she gets no replies but finally gets hold of Kadhir's arms who has returned in remorse.")

Query 24: In the prologue, a young Max Skinner, whose parents have
	1. (14932, 0.68547827, 'A Good Year', 'In the prologue, a young Max Skinner, whose parents have died in an accident, spends his childhood summer holidays learning to appreciate the finer things in life at his Uncle Henry\'s vineyard estate in Provence in south-eastern France. Some 25 years later, Max is an unethical yet very successful hard-working London-based bond trader with a sense of humour.\r\nFollowing his uncle\'s death, Max is the sole beneficiary of the French property. He travels to Provence to prepare a quick sale. Shortly after arriving, while fumbling with a cell phone, he unknowingly causes a local café owner, Fanny Chenal, to crash her bicycle. Subsequently, he discovers that his latest City financial stunt has caused real trouble for the owners of the trading company he works for, and the CEO orders him to return to London as soon as possible.\r\nTo assist in his planned sale of the property, Max hurriedly snaps some photos and in the process falls into an empty swimming pool. He is unable to escape until Fanny Chenal, driving by and spotting his rental car, appears and turns on the water supply in retaliation. This delay causes Max to miss his flight and, having failed to report to the directors in person, he is suspended from work and trading activities for one week.\r\nOn Henry\'s estate, Max must deal with a gruff, dedicated winemaker, Francis Duflot, who fears being separated from his precious vines. Duflot pays a vineyard inspector to tell Max that the soil is bad and the vines worthless.\r\nIn the meantime, they are surprised by the unexpected arrival of young Napa Valley oenophile Christie Roberts, who is backpacking through Europe and claims to be Henry\'s previously unknown illegitimate daughter. Max realizes, but does not tell her how French law decrees, even though Christie is not his Uncle\'s legitimate daughter, she still becomes the rightful heir to the Chateau and vineyards. As Max did earlier, Christie finds the house wine unpalatable but is impressed by Max\'s casual offering of the boutique Le Coin Perdu ("the lost corner") vintage, noting some intriguing characteristics. During dinner at the Duflot house, while slightly inebriated, Max exposes his concern that she might lay claim to the estate and brusquely interrogates her.\r\nMax gets updates on office politics from his assistant Gemma, who warns him of the ambitious antics of other employees. To ensure he is not usurped by Kenny, his second-in-command in London, through whom Max continues to direct trades, Max intentionally gives the ambitious young trader bad advice, getting Kenny fired.\r\nMax becomes enamoured with the beautiful, feisty café owner Fanny, who is rumoured to have sworn off men. He successfully woos Fanny into his bed, where she leaves him the next morning, expecting him to return to his life in London.\r\nA disillusioned Christie also decides to move on. Max finds his uncle\'s memoirs, which contain proof of Christie\'s heritage. However, he bids her farewell while handing her an unexplained note inside a book she was reading. While informing Duflot of the pending estate sale, Max learns that the mysterious expensive Le Coin Perdu was made by Henry and Duflot with "illegal vines" from the estate, bypassing wine classification and appellation laws.\r\nThe estate is sold and Max returns to London where Sir Nigel, the company chairman, offers him a choice: "Money or your life" - either a discharge settlement, which includes "a lot of zeros," or the partnership in the trading firm, where he would then be "made for life". Max asks about Nigel\'s art in the conference room, which Fanny has a copy of in her restaurant. Upon Nigel\'s dismissive comment that the real one is kept in a vault and the $200,000 copy in the office is for show, Max reconsiders if he wants to still be like Nigel.\r\nMax invalidates the estate\'s sale with the farewell letter he gave to Christie, which he forged, along with real photos confirming Christie as Henry\'s daughter with a valid claim to the entire estate. (as a child Max signed cheques for his uncle, and is able to replicate his handwriting and signature).\r\nHe puts his London residence up for sale and returns to Provence, entering into a relationship with Fanny. Christie also returns and she and Francis jointly run the vineyard while trying to reconcile their vastly different philosophies of wine production. Meanwhile, Max is now able to focus his entire attention on Fanny.')
	2. (14105, 0.6348131, 'Nicholas Nickleby', "In a prologue the Nickelbys are introduced, who enjoy a comfortable life in the Devon countryside until the father dies and leaves his family with no source of income. Nineteen-year-old Nicholas, his mother, and his younger sister Kate venture to London to seek help from their wealthy, cold-hearted uncle Ralph, an investor who arranges for Nicholas to be hired as a tutor at Dotheboys Hall in Yorkshire and finds Kate work as a seamstress.\r\nNicholas is horrified to discover his employers, the sadistic Mr and Mrs Squeers, run their boarding school like a prison and physically, verbally, and emotionally abuse their young charges on a regular basis. He eventually rebels and escapes, taking with him the young, crippled Smike. As they journey to London, they stumble upon a theatrical troupe owned and operated by Mr. and Mrs. Crummles. They cast them in a production of Romeo and Juliet, but despite a successful first night and the couple's invitation to stay, Nicholas is determined to continue their journey to London to learn how his mother and sister are faring.\r\nNicholas is reunited with his family, who welcome Smike as one of their own, and finds clerical employment with the friendly Cheeryble brothers. While thus employed, Nicholas makes the acquaintance of Madeline Bray, an artist who financially supports both herself and her tyrannical father, as her father gambled away his fortune and that of his late wife. Nicholas meanwhile discovers his sister Kate has been subjected to humiliating sexual attention from the lecherous Sir Mulberry Hawk, a client of their uncle, who has encouraged the man to seduce his niece in the hope that she will succumb and thus cement Hawk's business relationship with him.\r\nNicholas' determination to defend his sister's honor leads his uncle to vow he will destroy the young man. What ensues is a series of adventures in which the upstanding Nicholas manages to survive the schemes of his evil uncle, including an attempt to return Smike to Squeers by kidnapping him and an effort to abort Nicholas' growing relationship with Madeline by promising her father he will excuse his debts if the girl weds Hawk. Ralph's designs on Madeline are thwarted when her father dies unexpectedly. Unfortunately, Smike falls ill and soon dies. Soon after, a sinister secret Ralph has harbored for years surfaces, and it is revealed Smike was Ralph's son, whom he had thought dead. Realizing that his son had died the best friend of his most hated enemy, Ralph hangs himself. Nicholas marries Madeline and settles with her in Devon at his father's house and grounds, where Smike is buried.")
	3. (11264, 0.627535, 'Pumpkinhead', "In the prologue set in 1957, Tom Harley waits inside his farm cabin with his wife and young son, Ed. A doomed man seeks sanctuary at Tom's cabin, but Tom refuses and threatens to shoot him if he does not leave. Watching through a window, Ed witnesses the man caught and killed by a grotesque monster.\r\nIn the present, Ed Harley owns a small store in the country. He briefly leaves his young son alone while he runs an errand. A group of teenage campers stop by Harley's, and, while riding their dirt bikes, they mortally injure Harley's son. One teen, Steve, stays with the boy until his father's return; the rest flee the scene. At their cabin, the campers fight about whether or not to call the police. Joel, who is personally responsible for the boy's injury and is on probation for a similar incident, rips out the phone cord, knocks one of his friends unconscious and locks him and another girl in the closet to stop them from contacting the authorities.\r\nHarley, with his pet dog Gypsy, goes to see a supposed witch, who says she cannot bring his son back. Instead, Harley says that he wants revenge; the witch agrees to help Harley, but she warns him that vengeance comes with a terrible price. On her orders, Harley goes to an old graveyard in the mountains, digs up a disfigured corpse, and brings it back to the witch's home. The witch uses blood from father and son to resurrect the corpse, which rises as a gigantic, spindly demonic monster named Pumpkinhead.\r\nBack at the cabin, Joel begins to experience remorse for his actions and determines to turn himself in to the police. The monster, however, has already arrived. One of the girls, Maggie, hears a voice whispering her name. Seemingly hypnotized, she follows the voice outside the cabin. Steve brings her out of her trance, but Pumpkinhead kills him. Harley experiences the murder through the monster's eyes. While the campers search for Steve, Pumpkinhead drags away Maggie, and Harley again experiences the ensuing murder. He returns to the witch and begs her to stop the monster's actions. The witch laughs mockingly and says that Pumpkinhead cannot be stopped, and warns that Harley will die if he interferes with the killing spree.\r\nJoel confronts Pumpkinhead with a knife, but it swats him aside and drags off Kim, whom it drops from a fatal height. The three remaining campers unsuccessfully beg the locals for help. Harley arrives and shoots Pumpkinhead, but when Joel checks to see if the creature is still alive, it grabs a fallen rifle and impales him with it. A local boy, Bunt, helps the two remaining campers, Tracey and Chris, reach an abandoned church. Bunt relates the legend of the monster Pumpkinhead, explaining that the monster avenges one who was wronged. If anyone tries to stop Pumpkinhead or help his victims, that person becomes marked, too. As Chris' dirt bike fails to start, he sees that Pumpkinhead has removed the drive chain; he lifts up the bike, with Chris still on it, and throws it against a tree. He then drags his body back to Harley's house, where Tracey, Bunt, and Harley have taken shelter.\r\nPumpkinhead captures Bunt, and as Harley experiences the attack, Tracey is terrified to see that the monster's head now resembles Harley's. She runs outside and finds Chris struggling to crawl away as Pumpkinhead prepares to kill Bunt. Harley stumbles out of the barn but is accidentally stabbed in the arm by a pitchfork. Both Harley and Pumpkinhead cry out in pain, and Pumpkinhead releases Bunt. Harley notices that Pumpkinhead's head is turning more human, then realizes that he and Pumpkinhead are one: the only way to kill the monster is to die himself.\r\nPumpkinhead grabs Tracey by the neck, but before he can kill her, Harley shoots himself in the head. Pumpkinhead momentarily collapses to the ground, then grabs Bunt again. Tracey takes the gun and Harley begs her to finish him off. Harley, now fully changed, tries to attack Tracey. She shoots him until both he and Pumpkinhead fall to the ground dead. Tracey, Bunt, and Chris then watch as Pumpkinhead bursts into flames. Later that night, back in the pumpkin patch, the witch buries Harley's now-disfigured corpse in Pumpkinhead's grave, ready for the next person seeking vengeance, and still wearing the necklace his son Billy made him.")
	4. (22093, 0.61471635, 'Altitude', 'In the prologue, the mother of Sara (Jessica Lowndes) is transporting a family of three (two parents and their son) in a small aircraft. The child is extremely nervous and starts hyperventilating. Wondering why he is so afraid, the parents suddenly see an out-of-control aircraft that crashes into them, and everyone plummets to the ground.\r\nYears later, Sara, who has recently received her pilot\'s license, is planning to fly to a concert with her friends: her boyfriend Bruce Parker (Landon Liboiron), her cousin Cory (Ryan Donowho), her best friend Mel (Julianna Guill) and Mel\'s boyfriend Sal (Jake Weary). While in the air, Bruce\'s nerves draw ridicule from the others and Sara invites him to take the controls. They hit some turbulence and Bruce loses control, taking them into a steep climb.\r\nSara tries to regain control, but a loose bolt has jammed the elevator. Only able to climb, they fly into a storm and lose radio contact. Sara explains that with the elevator jammed, they will keep climbing until they run out of fuel or reach the aircraft\'s ceiling. They have less than an hour\'s worth of fuel left; Bruce has a panic attack and is put to sleep with a choke hold by Sal. In an effort to save fuel, they jettison everything overboard. The only way to unjam the tail is to climb outside and manually remove the obstacle. Cory, who has experience as a climber, volunteers. He has climbing gear with him and a rope for to use as an anchor. Sal wraps the rope around himself and after some difficulty, Cory makes it to the tail and removes the errant bolt. Sal then sees a horrifyingly giant tentacle among the clouds and loses control of the rope. Cory slips and Sal is almost pulled out of the aircraft. Panicking, he cuts the rope and Cory falls, only to be caught by the monster tentacle.\r\nWhen Bruce awakens, he finds he has been tied up and learns Cory is dead, along with a monster outside. Bruce tells Sara that he was in the crash that killed her mother and his parents. Sara tries the radio again and hears a strange noise. Sal recognizes it as the monster that took Cory. Suddenly, the aircraft crashes into the monster\'s open mouth. Bruce looks at a page of his comic which shows a blond woman being grabbed by tentacles. Immediately, a large tentacle grabs Mel and kills her. Bruce starts flicking through the comic book, as if he has discovered something. Sal threatens to kill Bruce for causing Mel\'s death and tries to throw him out, but Sara intervenes and in the ensuing confusion, Sal falls out the door and plummets to his death.\r\nBruce tells Sara he is causing all this; that his mind is recreating the comic book, something that happens when he gets very scared. The creature starts attacking the aircraft, and Sara demands that Bruce prove he is doing it by ending it all. His attempts just make things worse, until Sara kisses him, but is grabbed by the monster. She tells him that if he can do all this, then he can bring his parents back. After a struggle, the monster suddenly disappears and she falls back into the aircraft. As they fly out of the storm, they see another aircraft heading straight for them, carrying Bruce, his parents and Sara\'s mother. They manage to take control of their aircraft, and don\'t crash into the other.\r\nIn the altered past Sara\'s mother and Bruce\'s family have arrived at their destination intact. Sara\'s mother says "Everybody gets one near miss, right?", and Bruce\'s mom asks, "Do you think they made it?" to which Sara\'s mother replies "I hope so." The young Sara and Bruce are introduced to one another, holding hands and looking out into the sky.')
	5. (15766, 0.6127363, 'Where the Wild Things Are', 'Max, a lonely eight-year-old boy[6] with an active imagination whose parents are divorced, is wearing a wolf costume and chasing his dog. His older sister, Claire, does nothing when her friends crush Max\'s snow fort with him inside during a snowball fight. Out of frustration, Max messes up her bedroom and destroys a frame he made for her. At school, Max\'s teacher teaches him and his classmates about the eventual death of the sun. Later his mother, Connie, invites her boyfriend Adrian to dinner. Max becomes upset with his mother for not coming to the fort he made in his room. He wears his wolf costume, acts like an animal, and demands to be fed. When his mother gets upset, he throws a tantrum and bites her on the shoulder. She yells at him and he runs away, scared by what transpired. At the edge of a pond, Max finds a small boat that he boards.\r\nThe pond soon becomes an ocean. Max, still in his wolf suit, reaches an island. He stumbles upon a group of seven large, monstrous creatures. One of them, Carol, is in the middle of a destructive tantrum caused by the departure of a female Wild Thing named K.W. As Carol wreaks havoc Max tries joining in on the mayhem, but finds himself facing the suspicious anger of the Wild Things. When they contemplate eating him, Max convinces them that he is a king with magical powers capable of bringing harmony to the group. They crown him as their new king. Shortly after, K.W. returns and Max declares a wild rumpus, in which the Wild Things smash trees and tackle each other.\r\nThe Wild Things introduce themselves as Carol, Ira, Judith, Alexander, Douglas, the Bull, and K.W. Soon, they pile on one another before going to sleep, with Max at the center. Carol takes Max on a tour of the island, showing him a model he built depicting what he wishes the island looked like. Inspired by this, Max orders the construction of an enormous fort, with Carol in charge of construction. When K.W. brings her two owl friends Bob and Terry to the fort, a disagreement ensues, as Carol feels they are outsiders. To release their frustrations, Max divides the tribe into "good guys" and "bad guys" for a dirt clod fight, but Alexander is hurt during the game. After an argument between K.W. and Carol, K.W. leaves once again.\r\nMax finds Alexander alone in the fort. Alexander reveals that he suspected that Max is not a king with magical powers, but warns him to never let Carol know. At pre-dawn, Carol throws another tantrum — this time, about the fort, K.W.\'s absence, and the eventual death of the sun, which Max talked with Carol about earlier. When Carol gets angry with Max for not doing a good job as king, Douglas tries explaining that he is "just a boy, pretending to be a wolf, pretending to be a king", exposing the truth to the rest of the Wild Things. Carol becomes enraged and rips off Douglas\'s right arm, though only sand pours from the wound. Carol chases Max into the forest and attempts to eat him. Max is saved by K.W., who hides him in her stomach. Max listens as Carol and K.W. argue over Carol\'s behavior.\r\nMax finds the crushed remains of Carol\'s model island and leaves a token of affection for him to find. Max finds Carol and tells him he is going home because he is not a king. The other Wild Things escort Max to his boat. Carol runs to join them after finding Max\'s token and arrives in time to see him off. He starts to howl and Max howls back, then all the other Wild Things join in. Carol looks at K.W. and she smiles kindly at him. Returning home, Max is embraced by his mother, who gives him a bowl of soup, a piece of cake and a glass of milk and sits with him as he eats. He watches as she falls asleep.')
	6. (13322, 0.61269414, 'Pi', 'Max Cohen is the story\'s protagonist and unreliable narrator. Unemployed and living in a drab Chinatown apartment in New York City, Max is a number theorist who believes that everything in nature can be understood through numbers. Max suffers from cluster headaches, as well as extreme paranoia, hallucinations, and social anxiety disorder. His only social interactions are with Jenna, a young girl who is fascinated with his ability to calculate large numbers in his head; Devi, a young woman living next door who sometimes speaks to him; and Sol Robeson, his old mathematics mentor who is now an invalid.\r\nMax tries programming his computer, Euclid, to make stock predictions. In the middle of printing out its picks, Euclid prints out a seemingly random 216-digit number, as well as a single pick at one-tenth its current value, then crashes. Disgusted, Max tosses the printout away. The next morning, he checks the financial pages and sees that the pick Euclid made was accurate. He searches desperately for the printout but cannot find it. Sol becomes unnerved when Max mentions the number, asking if it contained 216 digits. When Max questions him about the number, Sol indicates that he came across it many years ago. He urges Max to slow down and take a break.\r\nAt a coffee shop that he frequents daily, Max meets Lenny Meyer, a Hasidic Jew who coincidentally does mathematical research on the Torah. Lenny demonstrates some simple Gematria, the correspondence of the Hebrew alphabet to numbers, and explains how some people believe that the Torah is a string of numbers that form a code sent by God. Max takes an interest when he realizes that some of the number concepts Lenny discusses are similar to other mathematical concepts, such as the Fibonacci sequence. Max is also approached by agents of a Wall Street firm; one of the agents, Marcy Dawson, offers Max a classified computer chip called "Ming Mecca" in exchange for the results of his work.\r\nUsing the chip, Max has Euclid analyze mathematical patterns in the Torah. Once again, Euclid shows the 216-digit number on the screen before crashing. As he begins to write down the number, Max realizes that he knows the pattern, undergoes a sudden epiphany, and passes out. After waking up, Max appears to become clairvoyant and is able to visualize the stock market patterns he had been searching for. However, his headaches also increase in intensity, and he discovers a strange vein-like bulge protruding from his right temple. Max has a falling out with Sol after the latter urges him to quit his work.\r\nOne evening, Dawson and her agents grab Max on the street and try to force him to explain the number. They had found the original printout Max threw away and had been trying to use it to manipulate the stock market in their favor; however, they caused the market to crash. Lenny drives by and manages to get Max away from them. However, Lenny takes Max to his companions, who want Max to give them the number. At a nearby synagogue, they reveal their intentions: they believe the 216-digit number was meant for them to bring about the messianic age, as the number represents the unspeakable name of God. Max refuses, insisting that whatever the source of the number is, it has been revealed to him alone.\r\nMax flees and tries to visit Sol, only to find out from his daughter, Jenny, that he has just died from another stroke. Searching Sol\'s apartment, Max eventually finds a piece of paper with the number. Back in his own apartment, Max experiences another headache, but resists the urge to take his painkillers. Driven to the brink of madness, he destroys part of Euclid. Believing that the number and the headaches are linked, Max tries to concentrate on the number through the pain. After passing out, Max has a vision of himself standing in a white void and repeating the digits of the number. The vision ends with Max hugging Devi, who turns out to be a hallucination. Standing alone in his trashed apartment, Max burns the paper with the number and blithely performs an impromptu trepanning on himself in the right cerebral hemisphere with a power drill.\r\nSome time later, Jenna approaches Max in a park and asks him to do several calculations, including 748 ÷ 238, which is an approximation for Pi.[c] Max smiles and says that he doesn\'t know the answer to them. He sits on the bench and watches the trees blowing in the breeze, seemingly at peace.')
	7. (15397, 0.6106001, 'The Boy in the Striped Pyjamas', 'The film opens with the quote, "Childhood is measured out by sounds and smells and sights, before the dark hour of reason grows," by John Betjeman. A young boy named Bruno lives with his family in Berlin, in Nazi Germany during the period of the Holocaust. He learns that his father Ralf has been promoted, due to which their family, including Bruno\'s mother Elsa and sister Gretel, relocate to the countryside. Bruno hates his new home as there is no one to play with and very little to explore. After commenting that he has spotted people working on what he thinks is a farm in the distance, he is also forbidden from playing in the back garden.\r\nBruno and Gretel get a private tutor, Herr Liszt, who pushes an agenda of antisemitism and nationalist propaganda. As a result, Gretel becomes extremely fanatical in her support for the Third Reich, to the point of covering her bedroom wall with Nazi propaganda posters and portraits of Adolf Hitler. Bruno is confused as the Jews he has seen, in particular the family\'s Jewish servant Pavel, do not resemble the caricatures in Liszt\'s teachings.\r\nOne day, Bruno disobeys his parents and sneaks off into the woods, eventually arriving at an electric barbed wire fence surrounding a camp. He befriends a boy his own age named Shmuel. The pair\'s lack of knowledge on the true nature of the camp is revealed: Bruno thinks that the striped uniforms that Shmuel, Pavel, and the other prisoners wear are pyjamas and Shmuel believes his grandparents died from an illness during their journey to the camp. Bruno starts meeting Shmuel regularly, sneaking him food and playing board games with him. He eventually learns that Shmuel is a Jew and was brought to the camp with his father and mother.\r\nOne day, Elsa discovers the reality of Ralf\'s assignment after Lieutenant Kurt Kotler lets slip that the black smoke coming from the camp\'s chimneys is due to the burning corpses of Jews. She confronts Ralf, disgusted and heartbroken. At dinner that night, Kotler admits that his father had left his family and moved to Switzerland. Upon hearing this, Ralf tells Kotler that he should have informed the authorities of his father\'s disagreement with the current political regime as it was his duty. The embarrassed Kotler then becomes infuriated with Pavel for accidentally spilling a glass of wine and violently beats him. The next morning the maid, Maria, is seen scrubbing the blood stains.\r\nLater that day, Bruno sees Shmuel working in his home. Shmuel is there to clean wine glasses because they needed someone with small hands to do it. Bruno offers him some cake and willingly Shmuel accepts it. Unfortunately, Kotler happens to walk into the room where Bruno and Shmuel are socialising. Kotler is furious and yells at Shmuel for talking to Bruno. In the midst of his scolding, Kotler notices Shmuel chewing the food Bruno gave him. When Kotler asks Shmuel where he got the food, he says Bruno offered the cake, but Bruno, fearful of Kotler, denies this. Believing Bruno, Kotler tells Shmuel that they will have a "little chat" later. Distraught, Bruno goes to apologise to Shmuel, but finds him gone. Every day, Bruno returns to the same spot by the camp but does not see Shmuel. Eventually, Shmuel reappears behind the fence, sporting a black eye. Bruno apologises and Shmuel forgives him, renewing the friendship.\r\nAfter the funeral of his mother who was killed in Berlin by an enemy bombing, Ralf tells Bruno and Gretel that their mother suggests that they go to live with a relative because it is not safe there. Their mother suggests this because she does not want her children living with their murderous father. Shmuel has problems of his own; his father has gone missing after those with whom he participated in a march did not return to the camp. Bruno decides to redeem himself by helping Shmuel find his father. The next day, Bruno, who is due to leave that afternoon, dons a striped prisoners\' outfit and a cap to cover his unshaven head, and digs under the fence to join Shmuel in the search. Bruno soon discovers the true nature of the camp after seeing the many sick and weak-looking Jews, much to his shock. While searching, the boys are taken on a march with other inmates by Sonderkommandos.\r\nAt the house, Gretel and Elsa discover Bruno\'s disappearance. After they discover the open window he went through, Elsa bursts into Ralf\'s meeting to alert him that Bruno is missing. Ralf and his men mount a search. Led by a dog tracking Bruno\'s scent they find his discarded clothing outside the fence. Elsa and Gretel are following along behind. They enter the camp, looking for him; Bruno, Shmuel and the other inmates are stopped inside a changing room and are told to remove their clothes for a "shower". They are packed into a gas chamber, where Bruno and Shmuel hold each other\'s hands. A Schutzstaffel soldier pours some Zyklon B pellets inside, and the prisoners start panicking, yelling and banging on the metal door. When Ralf realises that a gassing is taking place, he cries out his son\'s name, and Elsa and Gretel fall to their knees in despair and mourn Bruno. The film ends by showing the closed door of the now-silent gas chamber, indicating that all prisoners, including Bruno and Shmuel, are dead.')
	8. (18203, 0.6085749, 'Service for Ladies', 'Max Tracey is the highly respected head waiter at London\'s Grand Palace Hotel. He falls in love at first sight with Sylvia Robertson, a young woman staying at the hotel, even though he is carrying on an affair with Countess Ricardi. He impulsively joins Sylvia and her father when they leave for the Continent, much to her delight.\r\nMax encounters a monarch traveling incognito as "Mr. Westlake", though all the guests at the hotel where Max and Sylvia are presently staying know who he is. The king knows Max and greets him warmly in the dining room in front of everyone. From this, everyone surmises that Max is a prince, also incognito. Max is pleased when Sylvia states that "social differences" do not matter to her, but before he can reveal his true identity, her father returns.\r\nComplications arise when Countess Ricardi shows up, having seen a newspaper photograph of Max and the king. The countess suspects that Max has fallen for another woman. Sylvia seems them together and her ardour cools, but her father persuades her to fight her rival for Max. Sylvia makes the acquaintance of Countess Ricardi, and Max ends up awkwardly dining with both women, Mr. Robertson and the king at the same table. Max decides to give Sylvia up. She goes to his room to try to make him change his mind, but though he is tempted, he tells her it is impossible. He returns to London. Mr. Robertson is furious and asks the king who Max is and where he can find him; the king tells him to come to dine with him at the Grand Palace Hotel for the answers.\r\nMax is forced to serve the king and the Robertsons in the restaurant. Sylvia makes it painfully clear she does not associate with the lower classes. Then she insists that Max manage a private dinner party for her, even though that is the duty of another waiter. At the party, Sylvia behaves very spitefully towards Max, but Mr. Robinson is a different story. He confides to Max that he started out as a dishwasher, but he knew what he wanted and went after it. Then he encourages Max to do the same. Max reminds Sylvia he promised to kiss her. To avoid him doing so before her guests, she goes into another room. His kiss makes her change her mind, and they elope, leaving the guests waiting.')
